Visibility Range(in kms),Visibility Condition,Efficiency,Pointing Angle,Pointing Loss(in dB),Effective Power(in dB),SNR (in dB)
15.459999999999999,Almost Clear Weather,0.85,3.6716223783286326,3.435403824003977e-11,-24.541324600041836,-28.87214658825016
15.48,Almost Clear Weather,0.85,3.1038297881792998,2.4550343444938286e-11,-24.540602353407728,-28.871296886337483
15.5,Almost Clear Weather,0.85,8.48324540699667,1.8339430262353437e-10,-24.539881970779227,-28.870449377203933
15.52,Almost Clear Weather,0.85,9.971468541000641,2.53384488600307e-10,-24.539163444731805,-28.86960405237227
15.54,Almost Clear Weather,0.85,7.943615489782284,1.6080450308864246e-10,-24.53844676803425,-28.868760903408905
15.56,Almost Clear Weather,0.85,2.303876257839512,1.3526333058089819e-11,-24.537731933646548,-28.86791992192359
15.58,Almost Clear Weather,0.85,5.340356898879934,7.267789540847631e-11,-24.537018934695574,-28.867081099569173
15.6,Almost Clear Weather,0.85,4.719495921587383,5.676138823218994e-11,-24.53630776388336,-28.866244428041313
15.62,Almost Clear Weather,0.85,5.5280703122913355,7.787694292332432e-11,-24.535598414282646,-28.86540989907818
15.64,Almost Clear Weather,0.85,9.039983568025002,2.0825577840301231e-10,-24.534890878968206,-28.86457750446022
15.66,Almost Clear Weather,0.85,9.94835468674804,2.5221116007562287e-10,-24.53418515082277,-28.86374723600987
15.68,Almost Clear Weather,0.85,7.716635123307565,1.5174615972205136e-10,-24.533481222881576,-28.862919085591283
15.7,Almost Clear Weather,0.85,2.048381072859256,1.0692599170884162e-11,-24.532779088352644,-28.862093045110065
15.72,Almost Clear Weather,0.85,5.81967852366039,8.630973208712177e-11,-24.532078740609432,-28.861269106513024
15.74,Almost Clear Weather,0.85,7.20288099645682,1.3221302974992578e-10,-24.531380172632087,-28.86044726178789
15.76,Almost Clear Weather,0.85,9.751157810413547,2.423115682480132e-10,-24.530683377724586,-28.859627502963082
15.78,Almost Clear Weather,0.85,8.26836211490771,1.742211014799408e-10,-24.52998834893938,-28.858809822107403
15.8,Almost Clear Weather,0.85,5.135465371327624,6.720806450790248e-11,-24.529295079687493,-28.857994211329846
15.82,Almost Clear Weather,0.85,6.738313723017273,1.1570822526654525e-10,-24.528603563460745,-28.857180662779285
15.84,Almost Clear Weather,0.85,3.128267590996374,2.4938456423058268e-11,-24.527913793368818,-28.856369168644257
15.86,Almost Clear Weather,0.85,9.214039232812633,2.1635248737618655e-10,-24.52722576316369,-28.855559721152694
15.88,Almost Clear Weather,0.85,2.9773108558496504,2.2589683193170833e-11,-24.52653946570513,-28.854752312571684
15.9,Almost Clear Weather,0.85,4.317685044920592,4.7507666284179136e-11,-24.525854894966532,-28.853946935207237
15.92,Almost Clear Weather,0.85,4.22650653779913,4.5522370440804755e-11,-24.525172044232104,-28.853143581404012
15.94,Almost Clear Weather,0.85,4.295965596139843,4.703090845815496e-11,-24.524490907053288,-28.852342243545074
15.96,Almost Clear Weather,0.85,7.442868544259651,1.411700197510156e-10,-24.523811477063944,-28.851542914051706
15.98,Almost Clear Weather,0.85,2.736615626217434,1.9084877790543282e-11,-24.52313374759186,-28.850745585383102
16.0,Almost Clear Weather,0.85,7.249613886034128,1.33934213501868e-10,-24.522457712644584,-28.849950250036166
16.02,Almost Clear Weather,0.85,6.988723729158149,1.2446794630380304e-10,-24.521783365569288,-28.84915690054528
16.04,Almost Clear Weather,0.85,6.214235139897246,9.840952674450614e-11,-24.52111070014339,-28.84836552948205
16.060000000000002,Almost Clear Weather,0.85,6.011633955737002,9.20972868001532e-11,-24.52043971011511,-28.847576129455092
16.080000000000002,Almost Clear Weather,0.85,1.0010958730972646,2.5539542919978112e-12,-24.5197703891455,-28.846788693109797
16.1,Almost Clear Weather,0.85,9.953464894610082,2.5247033508862444e-10,-24.519102731373472,-28.846003213128085
16.12,Almost Clear Weather,0.85,4.427409102721824,4.995294365018769e-11,-24.518436729936447,-28.84521968222822
16.14,Almost Clear Weather,0.85,3.1626528555703315,2.5489706092328584e-11,-24.51777237921152,-28.844438093164534
16.16,Almost Clear Weather,0.85,7.403357868320463,1.3967518798808003e-10,-24.517109673036884,-28.84365843872725
16.180000000000003,Almost Clear Weather,0.85,5.807872903040215,8.595991673096164e-11,-24.51644860505395,-28.842880711742215
16.200000000000003,Almost Clear Weather,0.85,9.459872860603804,2.2805120823662867e-10,-24.51578916950396,-28.842104905070727
16.220000000000002,Almost Clear Weather,0.85,1.6610415054315295,7.03109146365285e-12,-24.51513135987386,-28.841331011609274
16.240000000000002,Almost Clear Weather,0.85,1.0772522445523256,2.9573082419920324e-12,-24.514475170648463,-28.840559024289355
16.26,Almost Clear Weather,0.85,4.2394306964796975,4.58012001875283e-11,-24.513820595704583,-28.839788936077237
16.28,Almost Clear Weather,0.85,9.47077936076076,2.285773621020926e-10,-24.513167629171974,-28.839020739973744
16.3,Almost Clear Weather,0.85,3.345475872162563,2.8521842836896588e-11,-24.512516264686198,-28.838254429014064
16.32,Almost Clear Weather,0.85,2.214906259985855,1.2501798060331361e-11,-24.511866496838024,-28.83748999626753
16.340000000000003,Almost Clear Weather,0.85,9.267888852911788,2.188887352628255e-10,-24.511218319797823,-28.836727434837375
16.360000000000003,Almost Clear Weather,0.85,7.903096228197464,1.5916820486860794e-10,-24.510571727316805,-28.835966737860602
16.380000000000003,Almost Clear Weather,0.85,1.4888474656107566,5.648877935455602e-12,-24.509926713736345,-28.8352078985077
16.400000000000002,Almost Clear Weather,0.85,9.414919462108447,2.2588895532626741e-10,-24.50928327367712,-28.83445090998249
16.42,Almost Clear Weather,0.85,5.801973395788476,8.578537310735992e-11,-24.50864140076653,-28.833695765521895
16.44,Almost Clear Weather,0.85,8.689202407671772,1.924073269294032e-10,-24.50800108979994,-28.832942458395756
16.46,Almost Clear Weather,0.85,6.967760475922687,1.2372236246213854e-10,-24.50736233472579,-28.83219098190662
16.48,Almost Clear Weather,0.85,2.3194547642934498,1.3709878069876828e-11,-24.506725129992763,-28.83144132938954
16.5,Almost Clear Weather,0.85,6.108386147921854,9.508559875671238e-11,-24.506089470160937,-28.8306934942119
16.520000000000003,Almost Clear Weather,0.85,5.6321569923804375,8.08372037294991e-11,-24.505455349375925,-28.82994746977319
16.540000000000003,Almost Clear Weather,0.85,8.753479751826426,1.952644764568419e-10,-24.504822762245077,-28.829203249504825
16.560000000000002,Almost Clear Weather,0.85,2.1298083084882267,1.1559600155209448e-11,-24.50419170284929,-28.828460826869957
16.580000000000002,Almost Clear Weather,0.85,8.372841401734062,1.7865184600715753e-10,-24.503562166210646,-28.827720195363284
16.6,Almost Clear Weather,0.85,9.04796880194311,2.086238555270297e-10,-24.502934146411544,-28.82698134851084
16.62,Almost Clear Weather,0.85,2.775572231685242,1.9632104007225963e-11,-24.502307637906046,-28.826244279869833
16.64,Almost Clear Weather,0.85,6.824920917261859,1.1870172361327303e-10,-24.501682635675078,-28.82550898302845
16.66,Almost Clear Weather,0.85,5.392548070898737,7.410539539243651e-11,-24.50105913392779,-28.824775451605646
16.680000000000003,Almost Clear Weather,0.85,2.896148288238179,2.1374864382250465e-11,-24.50043712738152,-28.824043679251005
16.700000000000003,Almost Clear Weather,0.85,6.868441616839237,1.2022040878488615e-10,-24.49981661080003,-28.82331365964452
16.720000000000002,Almost Clear Weather,0.85,3.7649375596086454,3.612246128246997e-11,-24.499197578552664,-28.822585386496424
16.740000000000002,Almost Clear Weather,0.85,3.152657030736247,2.5328836085159645e-11,-24.498580025536487,-28.82185885354701
16.76,Almost Clear Weather,0.85,7.443995389347132,1.4121276907121755e-10,-24.49796394650151,-28.821134054566446
16.78,Almost Clear Weather,0.85,5.9499307192234765,9.02164214068488e-11,-24.4973493359281,-28.820410983354606
16.8,Almost Clear Weather,0.85,3.8219564423260826,3.722487471903293e-11,-24.4967361887114,-28.819689633740893
16.82,Almost Clear Weather,0.85,1.4906420070066377,5.662503581862713e-12,-24.496124499651255,-28.818969999584052
16.840000000000003,Almost Clear Weather,0.85,4.713289733588322,5.6612202712520756e-11,-24.495514263604317,-28.818252074771998
16.860000000000003,Almost Clear Weather,0.85,5.070009992520985,6.550574781608266e-11,-24.494905475294086,-28.817535853221656
16.880000000000003,Almost Clear Weather,0.85,1.8746003913286007,8.955280325772922e-12,-24.494298129554576,-28.81682132887878
16.900000000000002,Almost Clear Weather,0.85,7.068778313503337,1.2733579437776572e-10,-24.493692221468354,-28.816108495717785
16.92,Almost Clear Weather,0.85,2.555610862073635,1.6643751733989883e-11,-24.49308774559448,-28.815397347741566
16.94,Almost Clear Weather,0.85,1.9284323508510761,9.476993773855486e-12,-24.4924846971422,-28.814687878981346
16.96,Almost Clear Weather,0.85,3.550508202282899,3.212497651972599e-11,-24.491883070999332,-28.813980083496503
16.98,Almost Clear Weather,0.85,7.066169421694517,1.2724181943831625e-10,-24.491282862176398,-28.813273955374406
17.0,Almost Clear Weather,0.85,4.952750097029261,6.251073547611548e-11,-24.490684065473836,-28.81256948873024
17.020000000000003,Almost Clear Weather,0.85,3.828920008186532,3.736064498058864e-11,-24.49008667608259,-28.811866677706863
17.040000000000003,Almost Clear Weather,0.85,5.4162167594558595,7.475734201722831e-11,-24.48949068906697,-28.81116551647462
17.060000000000002,Almost Clear Weather,0.85,7.97993130388612,1.6227816334534598e-10,-24.488896099484457,-28.8104659992312
17.080000000000002,Almost Clear Weather,0.85,9.308854152984694,2.208280464011732e-10,-24.488302902358942,-28.809768120201458
17.1,Almost Clear Weather,0.85,7.80304621361083,1.551637033152022e-10,-24.487711092723586,-28.80907187363729
17.12,Almost Clear Weather,0.85,6.0365518478716,9.286234546167988e-11,-24.487120665823742,-28.808377253817426
17.14,Almost Clear Weather,0.85,6.785820036587837,1.1734550379653068e-10,-24.486531616889966,-28.80768425504732
17.16,Almost Clear Weather,0.85,7.049988490337779,1.2665974061176534e-10,-24.48594394101778,-28.806992871658963
17.180000000000003,Almost Clear Weather,0.85,6.844284239928605,1.1937622822383593e-10,-24.485357633410594,-28.806303098010737
17.200000000000003,Almost Clear Weather,0.85,2.9335658046801387,2.193074815023967e-11,-24.48477268923283,-28.80561492848728
17.220000000000002,Almost Clear Weather,0.85,9.141766416824453,2.1297175956961343e-10,-24.484189104055428,-28.8049283574993
17.240000000000002,Almost Clear Weather,0.85,3.622785030308413,3.34462096264352e-11,-24.483606872589355,-28.804243379483445
17.26,Almost Clear Weather,0.85,1.5713333073191484,6.2921404897717936e-12,-24.483025990572184,-28.803559988902162
17.28,Almost Clear Weather,0.85,4.949521928593702,6.242927389826904e-11,-24.48244645326006,-28.802878180243525
17.3,Almost Clear Weather,0.85,2.309452804338351,1.3591893449764335e-11,-24.481868255829475,-28.802197948021085
17.32,Almost Clear Weather,0.85,1.6183949317643722,6.6746853536765034e-12,-24.481291393763364,-28.801519286773754
17.340000000000003,Almost Clear Weather,0.85,8.787512737807496,1.9678578041698655e-10,-24.480715862573057,-28.800842191065637
17.360000000000003,Almost Clear Weather,0.85,7.988826198048441,1.6264013427159238e-10,-24.480141657301242,-28.80016665548588
17.380000000000003,Almost Clear Weather,0.85,7.907021951167621,1.5932637211131249e-10,-24.47956877358668,-28.799492674648537
17.400000000000002,Almost Clear Weather,0.85,1.7912199598420167,8.176352722384681e-12,-24.478997206720518,-28.798820243192434
17.42,Almost Clear Weather,0.85,4.376818142215407,4.8817865021620984e-11,-24.478426952455344,-28.798149355781
17.44,Almost Clear Weather,0.85,1.555521339267661,6.166144883731804e-12,-24.477858006042077,-28.79748000710216
17.46,Almost Clear Weather,0.85,9.48770470547693,2.2939507888040707e-10,-24.47729036328294,-28.79681219186818
17.48,Almost Clear Weather,0.85,7.983230191657299,1.624123620199757e-10,-24.476724019231238,-28.796145904815514
17.500000000000004,Almost Clear Weather,0.85,5.332118885189056,7.245384307789023e-11,-24.476158969660556,-28.795481140704673
17.520000000000003,Almost Clear Weather,0.85,1.2619331140038461,4.05820939298633e-12,-24.475595210175555,-28.794817894320126
17.540000000000003,Almost Clear Weather,0.85,4.1059610453975415,4.296268624856439e-11,-24.47503273643609,-28.794156160470084
17.560000000000002,Almost Clear Weather,0.85,6.266746976611437,1.000797239326431e-10,-24.474471543973543,-28.793495933986442
17.580000000000002,Almost Clear Weather,0.85,5.538405177448442,7.816840088238281e-11,-24.473911628332363,-28.792837209724613
17.6,Almost Clear Weather,0.85,6.862717384952419,1.2002010636639938e-10,-24.473352985280883,-28.792179982563372
17.62,Almost Clear Weather,0.85,4.725347322132672,5.690222510085943e-11,-24.472795610342423,-28.791524247404773
17.64,Almost Clear Weather,0.85,4.009589203720846,4.09695824908444e-11,-24.472239499332698,-28.79086999917397
17.66,Almost Clear Weather,0.85,7.576779563260923,1.4629553878888502e-10,-24.471684648020595,-28.79021723281911
17.680000000000003,Almost Clear Weather,0.85,3.650725945855517,3.396411034018813e-11,-24.4711310518434,-28.789565943311214
17.700000000000003,Almost Clear Weather,0.85,4.011931777363336,4.101746884295968e-11,-24.47057870683227,-28.788916125644008
17.720000000000002,Almost Clear Weather,0.85,4.589513798500116,5.3677853188531416e-11,-24.47002760865439,-28.78826777483384
17.740000000000002,Almost Clear Weather,0.85,9.355192521651734,2.230320298596322e-10,-24.46947775322117,-28.787620885919523
17.76,Almost Clear Weather,0.85,3.2732262310309914,2.7303217208713748e-11,-24.468929135891095,-28.78697545396222
17.78,Almost Clear Weather,0.85,6.776976654228136,1.170398502545049e-10,-24.468381753038006,-28.78633147404532
17.8,Almost Clear Weather,0.85,3.214140396351976,2.6326399339450757e-11,-24.46783560010553,-28.785688941274298
17.82,Almost Clear Weather,0.85,1.4174798252791914,5.120301696974309e-12,-24.46729067316447,-28.78504785077661
17.840000000000003,Almost Clear Weather,0.85,2.6728949081161115,1.820646144067541e-11,-24.466746968061805,-28.784408197701566
17.860000000000003,Almost Clear Weather,0.85,5.019540333997963,6.420807873932097e-11,-24.466204480691736,-28.78376997722019
17.880000000000003,Almost Clear Weather,0.85,2.66614575777725,1.8114633655538136e-11,-24.46566320686176,-28.78313318452513
17.900000000000002,Almost Clear Weather,0.85,9.607852366290421,2.352417603069059e-10,-24.465123142805886,-28.782497814830506
17.92,Almost Clear Weather,0.85,9.877806433547043,2.4864675810985167e-10,-24.464584284077382,-28.781863863371804
17.94,Almost Clear Weather,0.85,6.032520429381675,9.273835349463509e-11,-24.46404662667373,-28.781231325405766
17.96,Almost Clear Weather,0.85,7.234206210323661,1.3336551507184803e-10,-24.463510166892075,-28.78060019621025
17.98,Almost Clear Weather,0.85,7.464056920819992,1.4197493015500219e-10,-24.462974900542196,-28.77997047108414
18.000000000000004,Clear Weather,0.85,5.5237516236095,7.775531100510586e-11,-24.46244082361121,-28.7793421453472
18.020000000000003,Clear Weather,0.85,8.654539481384422,1.9087528799042258e-10,-24.46190793235122,-28.77871521433997
18.040000000000003,Clear Weather,0.85,9.678141994933423,2.3869633878169566e-10,-24.461376222613012,-28.778089673423672
18.060000000000002,Clear Weather,0.85,4.810690884463268,5.89761858247777e-11,-24.460845690333173,-28.77746551798005
18.080000000000002,Clear Weather,0.85,6.702637146883209,1.1448621475787214e-10,-24.460316331996925,-28.776842743411308
18.1,Clear Weather,0.85,7.601688740134815,1.4725903298492414e-10,-24.45978814349413,-28.776221345139952
18.12,Clear Weather,0.85,9.889991884353842,2.492606072906662e-10,-24.459261121029275,-28.77560131860871
18.14,Clear Weather,0.85,1.1463576618218814,3.348899034979034e-12,-24.45873526039119,-28.774982659280404
18.16,Clear Weather,0.85,5.751520666953847,8.429991713325123e-11,-24.458210558313823,-28.774365362637845
18.180000000000003,Clear Weather,0.85,5.525801777912902,7.781303987458316e-11,-24.457687010622294,-28.773749424183713
18.200000000000003,Clear Weather,0.85,8.944742157400361,2.0389070635360765e-10,-24.45716461369771,-28.773134839440473
18.220000000000002,Clear Weather,0.85,2.5303900866521385,1.6316865486106947e-11,-24.456643363371573,-28.77252160395024
18.240000000000002,Clear Weather,0.85,6.230077869689832,9.891194188638278e-11,-24.456123256367547,-28.771909713274674
18.26,Clear Weather,0.85,5.514456394314938,7.749384185215463e-11,-24.455604288611532,-28.771299162994897
18.28,Clear Weather,0.85,5.444741540771192,7.554684222421232e-11,-24.455086456468862,-28.77068994871135
18.3,Clear Weather,0.85,5.432913278839508,7.521895991520055e-11,-24.454569756201103,-28.770082066043727
18.32,Clear Weather,0.85,6.00834640916117,9.199658494972482e-11,-24.454054184114405,-28.769475510630834
18.340000000000003,Clear Weather,0.85,7.029951468092505,1.2594079545644028e-10,-24.453539736517985,-28.768870278130514
18.360000000000003,Clear Weather,0.85,3.0089658441654423,2.30725871044726e-11,-24.453026409606203,-28.76826636421952
18.380000000000003,Clear Weather,0.85,9.40929364900978,2.2561907954714462e-10,-24.452514200096182,-28.76766376459342
18.400000000000002,Clear Weather,0.85,3.7094895734471165,3.506631161123711e-11,-24.452003103751338,-28.767062474966508
18.42,Clear Weather,0.85,3.1832534264448102,2.5822852157334308e-11,-24.45149311743288,-28.766462491071685
18.44,Clear Weather,0.85,6.115224356101614,9.529861052591918e-11,-24.450984237442313,-28.765863808660367
18.46,Clear Weather,0.85,8.176804444744825,1.7038407507723346e-10,-24.450476460121845,-28.765266423502375
18.48,Clear Weather,0.85,6.482636794058915,1.0709400446903467e-10,-24.449969781769006,-28.764670331385854
18.500000000000004,Clear Weather,0.85,7.489605261282109,1.4294851104034822e-10,-24.449464199021083,-28.76407552811715
18.520000000000003,Clear Weather,0.85,6.696937570874813,1.1429159122902074e-10,-24.44895970818977,-28.763482009520732
18.540000000000003,Clear Weather,0.85,5.413178198385746,7.467348605613732e-11,-24.4484563057867,-28.76288977143909
18.560000000000002,Clear Weather,0.85,1.1764293216917023,3.5269025435307583e-12,-24.447953988275728,-28.762298809732624
18.580000000000002,Clear Weather,0.85,8.432192663848145,1.8119358606958182e-10,-24.447452752391634,-28.761709120279555
18.6,Clear Weather,0.85,3.486419794246623,3.097570043546815e-11,-24.446952594155803,-28.76112069897585
18.62,Clear Weather,0.85,6.988343784754327,1.2445441318502691e-10,-24.44645351058062,-28.7605335417351
18.64,Clear Weather,0.85,2.4249542166891453,1.4985418130871666e-11,-24.4459554978279,-28.759947644488427
18.66,Clear Weather,0.85,5.963664099615794,9.063336955903822e-11,-24.44545855278378,-28.759363003184404
18.680000000000003,Clear Weather,0.85,6.825629060899392,1.1872635751957608e-10,-24.44496267182153,-28.758779613788956
18.700000000000003,Clear Weather,0.85,4.124135023750401,4.3343854473337004e-11,-24.444467851479313,-28.75819747228526
18.720000000000002,Clear Weather,0.85,7.378744608871672,1.3874800145159873e-10,-24.443974088590554,-28.75761657467367
18.740000000000002,Clear Weather,0.85,2.4092724871904285,1.4792228972879664e-11,-24.443481379438435,-28.7570369169716
18.76,Clear Weather,0.85,9.391314461006306,2.2475768176560855e-10,-24.442989721122487,-28.75645849521346
18.78,Clear Weather,0.85,8.83697287220807,1.9900721496096676e-10,-24.442499109802117,-28.755881305450544
18.8,Clear Weather,0.85,1.4376691596218314,5.2671985708621784e-12,-24.44200954219279,-28.755305343750955
18.82,Clear Weather,0.85,5.857153535329857,8.742487001998864e-11,-24.441521015343888,-28.7547306061995
18.840000000000003,Clear Weather,0.85,7.004515879348076,1.2503109270710192e-10,-24.441033525669262,-28.75415708889763
18.860000000000003,Clear Weather,0.85,4.580714732855229,5.347222696713955e-11,-24.440547069814265,-28.753584787963312
18.880000000000003,Clear Weather,0.85,9.660479977713706,2.3782592129747686e-10,-24.440061644803478,-28.753013699530975
18.900000000000002,Clear Weather,0.85,9.797322765634236,2.4461135307357947e-10,-24.43957724699661,-28.752443819751402
18.92,Clear Weather,0.85,3.9697999169936344,4.016049110653274e-11,-24.439093873107044,-28.751875144791658
18.94,Clear Weather,0.85,3.74774601120673,3.5793327947969055e-11,-24.438611520240176,-28.751307670835004
18.96,Clear Weather,0.85,7.893934055550752,1.587993668331473e-10,-24.438130185103642,-28.75074139408078
18.98,Clear Weather,0.85,2.0985060334691807,1.1222309004242745e-11,-24.437649864142266,-28.750176310744383
19.000000000000004,Clear Weather,0.85,5.283401248507222,7.113592240921065e-11,-24.437170554559007,-28.749612417057108
19.020000000000003,Clear Weather,0.85,8.621456326361884,1.8941878363277712e-10,-24.436692253037215,-28.749049709266128
19.040000000000003,Clear Weather,0.85,4.895281308873162,6.106847652658482e-11,-24.43621495614112,-28.74848818363437
19.060000000000002,Clear Weather,0.85,8.894173905319729,2.015918693318704e-10,-24.435738661145745,-28.74792783644046
19.080000000000002,Clear Weather,0.85,3.0761722423683393,2.411476735046603e-11,-24.435263364402314,-28.74736866397861
19.1,Clear Weather,0.85,3.3086935997544864,2.789811634238901e-11,-24.434789063198494,-28.746810662558566
19.12,Clear Weather,0.85,4.999970286217939,6.37083892961727e-11,-24.434315754283833,-28.74625382850551
19.14,Clear Weather,0.85,1.18212647646416,3.561145081928017e-12,-24.43384343443901,-28.745698158159982
19.16,Clear Weather,0.85,8.358106730208668,1.780236100496322e-10,-24.433372100847453,-28.745143647877804
19.180000000000003,Clear Weather,0.85,4.936064613400554,6.209025598589521e-11,-24.432901749978274,-28.744590294029997
19.200000000000003,Clear Weather,0.85,9.060781138817552,2.0921511566323826e-10,-24.432432379230143,-28.744038093002718
19.220000000000002,Clear Weather,0.85,7.867663756186767,1.577441856410156e-10,-24.431963985151643,-28.74348704119713
19.240000000000002,Clear Weather,0.85,4.294762894591202,4.7004578531947766e-11,-24.431496564814942,-28.742937135029397
19.26,Clear Weather,0.85,9.051924487179809,2.0880631210245823e-10,-24.43103011546845,-28.742388370930545
19.28,Clear Weather,0.85,5.861894679084641,8.756646153967381e-11,-24.43056463361889,-28.741840745346423
19.3,Clear Weather,0.85,7.078135382276768,1.2767313085392757e-10,-24.430100116635487,-28.741294254737603
19.32,Clear Weather,0.85,9.082104305477847,2.1020098608739853e-10,-24.429636561421088,-28.740748895579316
19.340000000000003,Clear Weather,0.85,6.475132262334659,1.0684619630417421e-10,-24.429173964797993,-28.74020466436138
19.360000000000003,Clear Weather,0.85,6.395910769839136,1.0424772131685342e-10,-24.428712324038504,-28.73966155758811
19.380000000000003,Clear Weather,0.85,7.177527843070468,1.3128392432555836e-10,-24.428251636123104,-28.73911957177825
19.400000000000002,Clear Weather,0.85,5.774517266782725,8.497538617776168e-11,-24.4277918980174,-28.73857870346491
19.42,Clear Weather,0.85,7.982401495298114,1.6237864545555243e-10,-24.42733310695417,-28.738038949195467
19.44,Clear Weather,0.85,2.6147972315816967,1.742359675241514e-11,-24.426875259716592,-28.737500305531512
19.46,Clear Weather,0.85,8.877135172875132,2.0082022266982982e-10,-24.426418353862164,-28.736962769048784
19.48,Clear Weather,0.85,9.261326190471946,2.185788514676165e-10,-24.4259623860723,-28.736426336337068
19.500000000000004,Clear Weather,0.85,2.5960933560464303,1.717522320705494e-11,-24.425507353414716,-28.73589100400014
19.520000000000003,Clear Weather,0.85,6.541340394778974,1.0904236869001374e-10,-24.42505325345004,-28.735356768655713
19.540000000000003,Clear Weather,0.85,4.9938514981667925,6.355255652677113e-11,-24.42460008294904,-28.734823626935324
19.560000000000002,Clear Weather,0.85,6.659588988248315,1.1302034570892959e-10,-24.42414783925772,-28.7342915754843
19.580000000000002,Clear Weather,0.85,1.6328266772433104,6.794256725564178e-12,-24.423696519323197,-28.733760610961674
19.6,Clear Weather,0.85,1.903844055094737,9.236863435926621e-12,-24.423246120541954,-28.73323073004012
19.62,Clear Weather,0.85,6.545244827186457,1.0917257919550913e-10,-24.42279664008778,-28.732701929405863
19.64,Clear Weather,0.85,6.092457709699863,9.459034834754946e-11,-24.422348074975247,-28.732174205758643
19.66,Clear Weather,0.85,7.491115327142392,1.4300615985359044e-10,-24.421900422561432,-28.73164755581162
19.680000000000003,Clear Weather,0.85,8.440635502423056,1.8155661241843616e-10,-24.421453680001942,-28.731121976291316
19.700000000000003,Clear Weather,0.85,8.057393702352334,1.6544397190351982e-10,-24.421007844487548,-28.730597463937556
19.720000000000002,Clear Weather,0.85,5.171007472388391,6.814156583362546e-11,-24.420562913235788,-28.730074015503376
19.740000000000002,Clear Weather,0.85,4.367643487611954,4.861341621579336e-11,-24.420118883633048,-28.729551627754976
19.76,Clear Weather,0.85,9.27737903215489,2.1933724234432806e-10,-24.419675753037346,-28.72903029747166
19.78,Clear Weather,0.85,6.800807154443374,1.17864413222438e-10,-24.41923351832906,-28.728510021445736
19.8,Clear Weather,0.85,1.9574159493381473,9.764005688097079e-12,-24.418792177018418,-28.727990796482494
19.82,Clear Weather,0.85,1.9792140299778256,9.982683454210704e-12,-24.418351726498575,-28.727472619400103
19.840000000000003,Clear Weather,0.85,7.694902683823869,1.5089263474744368e-10,-24.417912164103402,-28.726955487029578
19.860000000000003,Clear Weather,0.85,1.422197687576972,5.154442683130123e-12,-24.417473486786857,-28.72643939621468
19.880000000000003,Clear Weather,0.85,3.3750868719078837,2.9028974222238594e-11,-24.417035692264776,-28.725924343811883
19.900000000000002,Clear Weather,0.85,2.7383461608661595,1.91090225659422e-11,-24.416598777702998,-28.725410326690298
19.92,Clear Weather,0.85,4.4870600462566905,5.130805375025105e-11,-24.416162740515478,-28.72489734173161
19.94,Clear Weather,0.85,3.828594479038392,3.735429255645248e-11,-24.415727577987255,-28.724385385830008
19.96,Clear Weather,0.85,3.5255316509221135,3.1674590893806036e-11,-24.415293287535242,-28.723874455892137
19.98,Clear Weather,0.85,1.3411750076451003,4.5838741136108255e-12,-24.414859866515368,-28.723364548837026
